campaign_id,date,campaign_name,channel,city,audience_segment,objective,spend_aud,impressions,clicks,leads,conversions,revenue_aud,customer_rating,ctr_pct,cpc_aud,conversion_rate_pct,cpa_aud,roas,aov_aud,year_week
CMP-0207,2025-03-13,Last Mile Sales - Retargeting,Retargeting,Bangalore,Premium Experience Seekers,Ticket Sales,1162.07,30121,2569,427,111,37920.18,3.81,8.5289333023472,0.4523433242506812,4.32074737251849,10.469099099099099,32.63157985319301,341.6232432432432,2025-10
CMP-0407,2025-03-13,Weekend Boost - Google Search,Google Search,Melbourne,Young Professionals,Lead Generation,884.63,16022,742,173,15,4738.2,4.19,4.631132193234303,1.19222371967655,2.0215633423180592,58.97533333333333,5.356137594248443,315.88,2025-10
CMP-0130,2025-03-14,Early Bird - Google Search,Google Search,Mumbai,Young Professionals,Awareness,1407.49,31321,1662,318,35,7611.74,4.51,5.306343986462757,0.8468652226233454,2.10589651022864,40.214,5.408024213315903,217.4782857142857,2025-10
CMP-0427,2025-03-14,Festival Push - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,Lead Generation,1003.74,16463,417,106,6,951.21,4.26,2.5329526817712447,2.40705035971223,1.4388489208633095,167.29,0.9476657301691673,158.535,2025-10
CMP-0490,2025-03-14,VIP Upgrade - Retargeting,Retargeting,Bangalore,Families,Awareness,773.37,20114,1156,185,38,6140.59,4.47,5.747240727851248,0.6690051903114187,3.2871972318339098,20.35184210526316,7.940041635956916,161.59447368421053,2025-10
CMP-0001,2025-03-15,Student Offer - Sponsorship,Sponsorship,Sydney,Corporate Buyers,Ticket Sales,921.32,18897,320,57,5,3678.27,4.47,1.6933904852622108,2.879125,1.5625,184.264,3.9923913515390956,735.654,2025-10
CMP-0339,2025-03-15,Summer Launch - Retargeting,Retargeting,Bangalore,Students,Ticket Sales,759.47,20245,1518,303,84,10931.91,4.03,7.498147690787849,0.5003096179183136,5.533596837944664,9.041309523809524,14.394130117055314,130.1417857142857,2025-10
CMP-0164,2025-03-16,Last Mile Sales - Retargeting,Retargeting,Brisbane,Families,Awareness,573.03,10048,560,79,7,1498.87,4.83,5.573248407643312,1.023267857142857,1.25,81.86142857142856,2.6156920231052476,214.1242857142857,2025-11
CMP-0321,2025-03-16,Summer Launch - Retargeting,Retargeting,Brisbane,Students,Ticket Sales,682.83,14755,966,184,37,4055.06,4.2,6.546933242968485,0.7068633540372671,3.8302277432712217,18.454864864864867,5.938608438410731,109.59621621621622,2025-11
CMP-0417,2025-03-16,Early Bird - Influencer,Influencer,Melbourne,Families,Lead Generation,813.27,17909,412,99,3,587.98,4.5,2.3005192919761015,1.9739563106796116,0.7281553398058253,271.09,0.7229825273279477,195.99333333333334,2025-11
CMP-0147,2025-03-17,Early Bird - Retargeting,Retargeting,Mumbai,Music Enthusiasts,Sponsorship,868.22,18630,1149,195,38,6997.88,4.01,6.1674718196457325,0.7556309834638817,3.307223672758921,22.847894736842107,8.060030867752413,184.15473684210528,2025-11
CMP-0479,2025-03-17,Corporate Outreach - Meta Ads,Meta Ads,Bangalore,Music Enthusiasts,Retargeting,1136.42,14291,474,95,12,2891.4,4.14,3.3167727940661953,2.397510548523207,2.5316455696202533,94.70166666666667,2.5443058024321994,240.95000000000002,2025-11
CMP-0261,2025-03-18,VIP Upgrade - Retargeting,Retargeting,Delhi,Corporate Buyers,Sponsorship,530.68,10348,654,170,31,11410.62,4.13,6.320061847700038,0.8114373088685014,4.740061162079511,17.118709677419353,21.501884374764458,368.0845161290323,2025-11
CMP-0214,2025-03-19,Corporate Outreach - Retargeting,Retargeting,Brisbane,Music Enthusiasts,Ticket Sales,836.0,25426,1683,275,81,22732.83,4.01,6.619208684024228,0.49673202614379086,4.81283422459893,10.320987654320987,27.19238038277512,280.65222222222224,2025-11
CMP-0385,2025-03-19,Weekend Boost - Meta Ads,Meta Ads,Brisbane,Premium Experience Seekers,Retargeting,1418.22,29399,976,138,11,2151.04,4.29,3.319840810911936,1.453094262295082,1.1270491803278688,128.92909090909092,1.5167181396398302,195.5490909090909,2025-11
CMP-0299,2025-03-21,Corporate Outreach - Sponsorship,Sponsorship,Brisbane,Families,Sponsorship,2128.48,46770,835,86,7,2980.51,4.07,1.785332478084242,2.5490778443113773,0.8383233532934131,304.06857142857143,1.4002997444185523,425.7871428571429,2025-11
CMP-0002,2025-03-24,VIP Upgrade - Influencer,Influencer,Delhi,Students,Ticket Sales,838.47,13553,486,86,5,732.02,4.63,3.585921936102708,1.725246913580247,1.02880658436214,167.69400000000002,0.8730425656254844,146.404,2025-12
CMP-0004,2025-03-24,Early Bird - Google Search,Google Search,Melbourne,Students,Ticket Sales,1477.71,33947,1937,303,68,14011.89,4.28,5.705953397943854,0.7628859060402685,3.5105833763551884,21.731029411764705,9.482164971476134,206.05720588235295,2025-12
CMP-0228,2025-03-24,Student Offer - Meta Ads,Meta Ads,Brisbane,Families,Awareness,1367.27,26864,752,166,5,650.66,4.13,2.799285288862418,1.8181781914893618,0.6648936170212766,273.454,0.4758825981700761,130.132,2025-12
CMP-0406,2025-03-24,Summer Launch - Google Search,Google Search,Bangalore,Young Professionals,Lead Generation,1385.99,24727,1467,228,28,4540.26,3.65,5.932786023375257,0.9447784594410361,1.9086571233810499,49.49964285714286,3.275824500898275,162.15214285714288,2025-12
CMP-0260,2025-03-25,VIP Upgrade - Sponsorship,Sponsorship,Melbourne,Corporate Buyers,Lead Generation,2022.42,34934,858,153,17,10355.92,4.19,2.456059998854984,2.3571328671328673,1.9813519813519813,118.96588235294118,5.120558538780273,609.1717647058823,2025-12
CMP-0387,2025-03-25,Summer Launch - Email,Email,Mumbai,Premium Experience Seekers,Awareness,386.88,6573,586,87,18,4779.45,4.33,8.91525939449262,0.6602047781569966,3.0716723549488054,21.493333333333332,12.35383064516129,265.525,2025-12
CMP-0424,2025-03-25,Weekend Boost - Sponsorship,Sponsorship,Bangalore,Young Professionals,Ticket Sales,915.84,11183,161,24,2,833.12,3.49,1.4396852365197175,5.688447204968944,1.2422360248447204,457.92,0.9096785464709993,416.56,2025-12
CMP-0437,2025-03-26,Student Offer - Influencer,Influencer,Bangalore,Families,Retargeting,884.82,18389,394,97,3,619.33,4.34,2.1425852411767905,2.2457360406091373,0.7614213197969544,294.94,0.6999502723717819,206.44333333333336,2025-12
CMP-0493,2025-03-26,Last Mile Sales - Google Search,Google Search,Mumbai,Corporate Buyers,Retargeting,1212.48,23751,1242,244,65,22230.35,4.43,5.229253505115574,0.976231884057971,5.233494363929147,18.65353846153846,18.334611704935337,342.00538461538457,2025-12
CMP-0275,2025-03-27,VIP Upgrade - Influencer,Influencer,Mumbai,Premium Experience Seekers,Awareness,647.96,10043,382,83,3,1282.75,4.13,3.80364432938365,1.6962303664921468,0.7853403141361256,215.98666666666668,1.9796746712760045,427.5833333333333,2025-12
CMP-0022,2025-03-28,Early Bird - Retargeting,Retargeting,Sydney,Music Enthusiasts,Lead Generation,471.17,12885,1393,193,48,12272.1,4.81,10.811020566550253,0.3382412060301508,3.4458004307250536,9.816041666666667,26.046013116284993,255.66875000000002,2025-12
CMP-0141,2025-03-28,Festival Push - LinkedIn Ads,LinkedIn Ads,Melbourne,Young Professionals,Ticket Sales,885.93,16947,220,41,3,1155.47,4.23,1.2981648669381012,4.0269545454545455,1.3636363636363635,295.31,1.3042452563972324,385.1566666666667,2025-12
CMP-0379,2025-03-29,Festival Push - Email,Email,Sydney,Families,Ticket Sales,255.86,5219,350,64,11,1563.85,4.57,6.706265568116497,0.7310285714285715,3.1428571428571432,23.26,6.11213163448761,142.1681818181818,2025-12
CMP-0166,2025-03-31,Corporate Outreach - Google Search,Google Search,Brisbane,Music Enthusiasts,Ticket Sales,1156.76,20444,766,150,17,3687.99,4.01,3.746820583056153,1.510130548302872,2.219321148825065,68.04470588235294,3.1882067153082745,216.94058823529411,2025-13
CMP-0250,2025-03-31,Student Offer - Influencer,Influencer,Sydney,Families,Awareness,1051.21,22047,582,136,4,776.98,4.08,2.6398149408082734,1.8062027491408936,0.6872852233676976,262.8025,0.7391291939764653,194.245,2025-13
CMP-0218,2025-04-02,Student Offer - Email,Email,Sydney,Music Enthusiasts,Lead Generation,340.59,6808,718,111,28,4731.14,4.58,10.54641598119859,0.4743593314763231,3.8997214484679668,12.16392857142857,13.891012654511291,168.96928571428572,2025-13
CMP-0513,2025-04-02,Weekend Boost - Google Search,Google Search,Bangalore,Premium Experience Seekers,Ticket Sales,1506.45,35926,2354,470,81,34435.97,4.58,6.552357624004899,0.6399532710280375,3.4409515717926933,18.598148148148148,22.859019549271466,425.1354320987654,2025-13
CMP-0030,2025-04-03,Summer Launch - Sponsorship,Sponsorship,Delhi,Students,Retargeting,956.08,16554,314,69,6,1122.36,4.31,1.8968225202368005,3.0448407643312105,1.910828025477707,159.34666666666666,1.1739185005438875,187.05999999999997,2025-13
CMP-0345,2025-04-03,Last Mile Sales - Google Search,Google Search,Sydney,Corporate Buyers,Sponsorship,1388.77,28934,1829,359,66,28725.0,4.24,6.321282919748393,0.7593056314926189,3.608529250956807,21.041969696969698,20.68377053075743,435.22727272727275,2025-13
CMP-0254,2025-04-04,Summer Launch - Retargeting,Retargeting,Melbourne,Music Enthusiasts,Ticket Sales,515.72,11982,764,99,50,10485.06,4.06,6.376231013186446,0.6750261780104713,6.544502617801047,10.314400000000001,20.330916000930735,209.7012,2025-13
CMP-0439,2025-04-05,Early Bird - Email,Email,Bangalore,Families,Ticket Sales,358.39,7504,492,60,26,3360.51,4.31,6.556503198294243,0.7284349593495935,5.284552845528456,13.784230769230769,9.376684617316332,129.25038461538463,2025-13
CMP-0463,2025-04-05,Summer Launch - Meta Ads,Meta Ads,Bangalore,Students,Ticket Sales,1013.84,18367,456,113,5,822.39,3.85,2.482713562367289,2.2233333333333336,1.0964912280701753,202.768,0.811163497198769,164.478,2025-13
CMP-0189,2025-04-06,Last Mile Sales - Google Search,Google Search,Mumbai,Young Professionals,Awareness,966.69,21953,988,159,13,4424.46,4.42,4.500523846399125,0.9784311740890689,1.3157894736842104,74.36076923076924,4.576917108897371,340.3430769230769,2025-14
CMP-0457,2025-04-06,Early Bird - Retargeting,Retargeting,Sydney,Students,Sponsorship,489.5,9018,486,93,32,4728.99,4.05,5.389221556886228,1.007201646090535,6.584362139917696,15.296875,9.660858018386108,147.7809375,2025-14
CMP-0080,2025-04-07,VIP Upgrade - Google Search,Google Search,Mumbai,Music Enthusiasts,Awareness,873.31,14840,826,164,12,4151.24,4.61,5.566037735849057,1.05727602905569,1.4527845036319613,72.77583333333332,4.753455244987461,345.93666666666667,2025-14
CMP-0519,2025-04-07,Student Offer - LinkedIn Ads,LinkedIn Ads,Brisbane,Students,Lead Generation,975.09,18902,289,55,2,608.29,4.36,1.5289387366416254,3.37401384083045,0.6920415224913495,487.545,0.6238295952168518,304.145,2025-14
CMP-0264,2025-04-08,Student Offer - Meta Ads,Meta Ads,Bangalore,Music Enthusiasts,Ticket Sales,1182.95,34825,880,145,18,4701.78,4.0,2.5269203158650395,1.3442613636363636,2.0454545454545454,65.71944444444445,3.974622765121095,261.21,2025-14
CMP-0477,2025-04-08,Early Bird - Google Search,Google Search,Mumbai,Young Professionals,Awareness,869.71,20938,904,141,13,3382.14,4.31,4.317508835609896,0.9620685840707965,1.4380530973451326,66.90076923076923,3.88881351255016,260.1646153846154,2025-14
CMP-0032,2025-04-09,Corporate Outreach - Meta Ads,Meta Ads,Mumbai,Premium Experience Seekers,Sponsorship,743.1,14423,378,73,9,1813.71,4.16,2.6208139776745476,1.965873015873016,2.380952380952381,82.56666666666666,2.4407347597900686,201.52333333333334,2025-14
CMP-0328,2025-04-09,Early Bird - Google Search,Google Search,Bangalore,Corporate Buyers,Ticket Sales,694.38,11783,424,85,25,7545.41,3.62,3.598404481031995,1.637688679245283,5.89622641509434,27.775199999999998,10.866398801808808,301.8164,2025-14
CMP-0322,2025-04-12,Early Bird - LinkedIn Ads,LinkedIn Ads,Sydney,Young Professionals,Lead Generation,963.88,21464,195,25,3,897.68,4.41,0.9084979500559075,4.942974358974359,1.5384615384615385,321.29333333333335,0.9313192513590903,299.22666666666663,2025-14
CMP-0330,2025-04-12,Weekend Boost - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,Ticket Sales,1141.98,22542,736,156,15,3875.87,4.46,3.2650164138053412,1.5516032608695653,2.0380434782608696,76.132,3.3939911381985675,258.3913333333333,2025-14
CMP-0276,2025-04-13,Student Offer - Influencer,Influencer,Sydney,Students,Awareness,675.35,14512,517,90,5,906.3,4.29,3.562568908489526,1.3062862669245647,0.9671179883945842,135.07,1.341970829940031,181.26,2025-15
CMP-0119,2025-04-14,Student Offer - Google Search,Google Search,Mumbai,Music Enthusiasts,Awareness,1919.53,41970,2034,330,32,8586.28,4.07,4.846318799142244,0.9437217305801376,1.5732546705998034,59.9853125,4.473115814808834,268.32125,2025-15
CMP-0390,2025-04-14,VIP Upgrade - Retargeting,Retargeting,Melbourne,Students,Ticket Sales,474.8,10301,733,167,38,5307.61,4.11,7.115813998640909,0.6477489768076399,5.184174624829468,12.494736842105263,11.178622577927548,139.67394736842104,2025-15
CMP-0021,2025-04-16,Summer Launch - LinkedIn Ads,LinkedIn Ads,Delhi,Premium Experience Seekers,Awareness,686.14,7829,106,15,0,0.0,4.17,1.3539404777110742,6.473018867924528,0.0,0.0,0.0,0.0,2025-15
CMP-0258,2025-04-17,Early Bird - Google Search,Google Search,Melbourne,Students,Sponsorship,1203.76,25169,1685,328,73,18438.3,3.79,6.694743533712106,0.7143976261127596,4.332344213649852,16.48986301369863,15.3172559314149,252.5794520547945,2025-15
CMP-0323,2025-04-17,Early Bird - Sponsorship,Sponsorship,Brisbane,Young Professionals,Ticket Sales,1267.99,20033,377,51,6,4703.19,4.67,1.881894873458793,3.363368700265252,1.5915119363395225,211.33166666666668,3.7091696306753206,783.8649999999999,2025-15
CMP-0481,2025-04-18,Weekend Boost - Email,Email,Melbourne,Corporate Buyers,Ticket Sales,399.45,6414,661,106,30,9228.0,4.48,10.305581540380418,0.6043116490166415,4.53857791225416,13.315,23.101764926774315,307.6,2025-15
CMP-0136,2025-04-19,Weekend Boost - Retargeting,Retargeting,Sydney,Premium Experience Seekers,Ticket Sales,755.3,10371,640,102,29,5886.53,3.98,6.171053900298911,1.18015625,4.53125,26.044827586206896,7.7936316695352845,202.98379310344828,2025-15
CMP-0192,2025-04-19,VIP Upgrade - Meta Ads,Meta Ads,Sydney,Families,Ticket Sales,724.51,11594,315,58,3,479.69,4.2,2.7169225461445574,2.300031746031746,0.9523809523809524,241.50333333333333,0.6620888600571421,159.89666666666668,2025-15
CMP-0121,2025-04-20,Festival Push - Sponsorship,Sponsorship,Mumbai,Families,Sponsorship,1521.97,32212,733,163,4,1540.35,4.14,2.2755494846641007,2.076357435197817,0.5457025920873124,380.4925,1.0120764535437623,385.0875,2025-16
CMP-0235,2025-04-21,Weekend Boost - Email,Email,Bangalore,Students,Awareness,430.46,8227,892,139,15,2219.35,3.59,10.842348365139177,0.48257847533632287,1.6816143497757847,28.697333333333333,5.155763601728384,147.95666666666665,2025-16
CMP-0499,2025-04-21,VIP Upgrade - Google Search,Google Search,Sydney,Young Professionals,Ticket Sales,643.13,16805,1089,218,27,9991.01,4.08,6.48021422195775,0.5905693296602388,2.479338842975207,23.81962962962963,15.534977376269184,370.03740740740744,2025-16
CMP-0059,2025-04-22,Early Bird - Retargeting,Retargeting,Melbourne,Families,Retargeting,191.67,4435,330,51,12,2621.11,4.32,7.440811724915446,0.5808181818181818,3.6363636363636362,15.972499999999998,13.675118693587939,218.42583333333334,2025-16
CMP-0089,2025-04-22,Corporate Outreach - Google Search,Google Search,Bangalore,Students,Ticket Sales,817.82,21074,997,121,25,3894.3,4.22,4.730948087690994,0.8202808425275828,2.507522567703109,32.7128,4.7618057763322,155.77200000000002,2025-16
CMP-0173,2025-04-22,Summer Launch - Email,Email,Sydney,Corporate Buyers,Ticket Sales,388.98,4833,462,108,22,5352.66,4.0,9.559279950341402,0.841948051948052,4.761904761904762,17.680909090909093,13.760758907913003,243.30272727272725,2025-16
CMP-0327,2025-04-24,Summer Launch - Google Search,Google Search,Brisbane,Young Professionals,Ticket Sales,1336.45,22795,1334,372,30,8061.98,4.04,5.8521605615266505,1.0018365817091455,2.2488755622188905,44.54833333333333,6.032384301694788,268.73266666666666,2025-16
CMP-0044,2025-04-25,Corporate Outreach - Meta Ads,Meta Ads,Sydney,Families,Awareness,477.46,8908,154,19,2,398.58,3.95,1.7287831162999552,3.1003896103896103,1.2987012987012987,238.73,0.8347924433460394,199.29,2025-16
CMP-0247,2025-04-25,Festival Push - Email,Email,Melbourne,Students,Awareness,387.46,9055,602,114,18,1997.01,4.2,6.6482606294864715,0.6436212624584717,2.990033222591362,21.525555555555556,5.15410623032055,110.945,2025-16
CMP-0346,2025-04-25,Corporate Outreach - Email,Email,Melbourne,Premium Experience Seekers,Ticket Sales,430.84,8529,969,107,43,10591.24,3.95,11.36123812873725,0.4446233230134159,4.437564499484004,10.01953488372093,24.582768545167582,246.3079069767442,2025-16
CMP-0511,2025-04-25,Summer Launch - Influencer,Influencer,Brisbane,Students,Ticket Sales,791.12,15175,310,61,4,1071.94,4.06,2.042833607907743,2.552,1.2903225806451613,197.78,1.354965112751542,267.985,2025-16
CMP-0295,2025-04-26,Summer Launch - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Ticket Sales,725.27,15914,330,59,5,1322.15,4.24,2.0736458464245318,2.197787878787879,1.5151515151515151,145.054,1.8229762709060076,264.43,2025-16
CMP-0357,2025-04-26,Early Bird - Google Search,Google Search,Brisbane,Families,Retargeting,1217.1,13557,677,118,17,4916.16,3.77,4.99373017629269,1.7977843426883306,2.511078286558346,71.59411764705882,4.039240818338674,289.1858823529412,2025-16
CMP-0432,2025-04-26,Festival Push - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,Awareness,1525.98,22492,301,66,4,2798.41,4.72,1.3382536012804553,5.069700996677741,1.3289036544850499,381.495,1.8338444802684175,699.6025,2025-16
CMP-0053,2025-04-29,Last Mile Sales - Sponsorship,Sponsorship,Brisbane,Premium Experience Seekers,Ticket Sales,1659.26,29351,649,102,8,5847.7,4.47,2.2111682736533678,2.5566409861325115,1.2326656394453006,207.4075,3.524281908802719,730.9625,2025-17
CMP-0478,2025-04-29,Student Offer - Google Search,Google Search,Brisbane,Young Professionals,Retargeting,1231.46,30351,1377,170,36,12241.44,4.26,4.5369180587130575,0.8943064633260712,2.6143790849673203,34.20722222222222,9.940590843389147,340.04,2025-17
CMP-0158,2025-04-30,Festival Push - Retargeting,Retargeting,Melbourne,Students,Ticket Sales,622.04,11421,824,92,48,8067.8,4.21,7.214779791611943,0.7549029126213592,5.825242718446602,12.959166666666667,12.969905472316894,168.07916666666668,2025-17
CMP-0308,2025-04-30,Summer Launch - Sponsorship,Sponsorship,Sydney,Music Enthusiasts,Sponsorship,1657.35,23906,381,82,9,4480.71,4.36,1.5937421567807246,4.35,2.3622047244094486,184.14999999999998,2.7035387817902072,497.8566666666667,2025-17
CMP-0456,2025-04-30,Student Offer - Google Search,Google Search,Mumbai,Young Professionals,Ticket Sales,1577.94,32008,1313,208,38,10613.0,4.03,4.102099475131217,1.2017821782178217,2.8941355674028943,41.52473684210526,6.725857763920048,279.2894736842105,2025-17
CMP-0451,2025-05-01,Festival Push - LinkedIn Ads,LinkedIn Ads,Sydney,Families,Ticket Sales,950.28,18313,123,20,2,408.24,4.24,0.6716540162725932,7.725853658536585,1.6260162601626018,475.14,0.42959969693143074,204.12,2025-17
CMP-0464,2025-05-01,Corporate Outreach - Sponsorship,Sponsorship,Sydney,Young Professionals,Sponsorship,1139.17,27008,641,126,11,5872.29,5.0,2.373370853080569,1.7771762870514822,1.71606864274571,103.56090909090909,5.154884696752899,533.8445454545455,2025-17
CMP-0081,2025-05-02,Weekend Boost - Retargeting,Retargeting,Sydney,Families,Lead Generation,619.47,10241,742,118,27,7044.23,4.14,7.245386192754613,0.8348652291105122,3.638814016172507,22.943333333333335,11.371381987828304,260.8974074074074,2025-17
CMP-0500,2025-05-02,Student Offer - Sponsorship,Sponsorship,Bangalore,Premium Experience Seekers,Lead Generation,1550.98,28556,457,52,7,5723.78,4.41,1.6003641966661997,3.3938293216630195,1.5317286652078774,221.56857142857143,3.690427987465989,817.6828571428571,2025-17
CMP-0094,2025-05-03,Summer Launch - Retargeting,Retargeting,Melbourne,Young Professionals,Awareness,766.64,19764,1383,239,30,6306.95,3.64,6.997571341833638,0.5543311641359363,2.1691973969631237,25.554666666666666,8.226742669310237,210.23166666666665,2025-17
CMP-0347,2025-05-03,Festival Push - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Lead Generation,368.94,6257,103,16,0,0.0,4.67,1.6461563049384689,3.5819417475728157,0.0,0.0,0.0,0.0,2025-17
CMP-0027,2025-05-04,VIP Upgrade - Google Search,Google Search,Brisbane,Students,Lead Generation,1552.34,29006,1491,213,26,6717.34,4.4,5.140315796731711,1.041140174379611,1.7437961099932933,59.70538461538461,4.3272350129481945,258.35923076923075,2025-18
CMP-0050,2025-05-04,Summer Launch - Retargeting,Retargeting,Bangalore,Premium Experience Seekers,Awareness,820.78,15891,995,198,33,6545.85,4.18,6.261405827197784,0.8249045226130653,3.3165829145728645,24.87212121212121,7.975157776748947,198.35909090909092,2025-18
CMP-0101,2025-05-04,Summer Launch - Google Search,Google Search,Delhi,Premium Experience Seekers,Awareness,1606.67,38754,2081,444,36,10977.31,4.44,5.369768281983795,0.7720663142719847,1.7299375300336377,44.62972222222223,6.832336447434756,304.92527777777775,2025-18
CMP-0280,2025-05-04,Student Offer - Influencer,Influencer,Melbourne,Corporate Buyers,Ticket Sales,457.39,7644,240,33,3,1040.8,3.74,3.139717425431711,1.9057916666666666,1.25,152.46333333333334,2.2755197971096877,346.93333333333334,2025-18
CMP-0084,2025-05-05,Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Retargeting,672.51,17137,219,56,3,1059.25,4.77,1.277936628348019,3.0708219178082192,1.36986301369863,224.17,1.575069515694934,353.0833333333333,2025-18
CMP-0009,2025-05-06,Early Bird - Meta Ads,Meta Ads,Bangalore,Families,Awareness,706.36,15256,344,57,5,767.25,4.46,2.2548505506030416,2.0533720930232557,1.4534883720930232,141.272,1.0862025029729883,153.45,2025-18
CMP-0159,2025-05-08,Festival Push - Sponsorship,Sponsorship,Mumbai,Music Enthusiasts,Lead Generation,1519.09,27573,555,118,9,4526.83,3.46,2.0128386465020127,2.737099099099099,1.6216216216216217,168.78777777777776,2.9799616875892805,502.9811111111111,2025-18
CMP-0316,2025-05-08,Weekend Boost - LinkedIn Ads,LinkedIn Ads,Melbourne,Premium Experience Seekers,Awareness,513.18,13256,187,38,0,0.0,4.48,1.4106819553409775,2.74427807486631,0.0,0.0,0.0,0.0,2025-18
CMP-0286,2025-05-09,Festival Push - Google Search,Google Search,Melbourne,Families,Lead Generation,1131.9,23124,966,185,34,6688.06,4.34,4.177477944992216,1.1717391304347826,3.5196687370600417,33.29117647058824,5.90870218217157,196.70764705882354,2025-18
CMP-0238,2025-05-10,Weekend Boost - Retargeting,Retargeting,Melbourne,Students,Sponsorship,653.08,13238,959,178,70,8955.54,4.26,7.244296721559147,0.6810010427528677,7.2992700729927,9.329714285714287,13.712776382678998,127.93628571428573,2025-18
CMP-0353,2025-05-10,Early Bird - Email,Email,Delhi,Young Professionals,Ticket Sales,240.49,3881,315,63,11,2168.83,3.77,8.11646482865241,0.7634603174603175,3.492063492063492,21.862727272727273,9.01837914258389,197.16636363636363,2025-18
CMP-0132,2025-05-12,Early Bird - LinkedIn Ads,LinkedIn Ads,Delhi,Students,Lead Generation,917.68,17576,268,28,2,849.85,4.25,1.5248065543923532,3.4241791044776115,0.7462686567164178,458.84,0.9260853456542586,424.925,2025-19
CMP-0418,2025-05-13,Last Mile Sales - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,Ticket Sales,1062.63,28080,922,177,14,4279.76,3.68,3.283475783475783,1.152527114967462,1.5184381778741864,75.90214285714286,4.02751663325899,305.69714285714286,2025-19
CMP-0310,2025-05-14,VIP Upgrade - Retargeting,Retargeting,Bangalore,Students,Ticket Sales,747.01,16348,881,187,44,8800.83,3.92,5.389038414484952,0.8479114642451759,4.994324631101021,16.9775,11.781408548747674,200.01886363636365,2025-19
CMP-0495,2025-05-14,Weekend Boost - Retargeting,Retargeting,Melbourne,Premium Experience Seekers,Lead Generation,791.35,14523,685,139,39,14174.18,3.5,4.716656338222131,1.1552554744525547,5.693430656934306,20.29102564102564,17.91139192519113,363.4405128205128,2025-19
CMP-0378,2025-05-16,VIP Upgrade - Meta Ads,Meta Ads,Mumbai,Music Enthusiasts,Awareness,1072.27,11245,321,58,3,678.63,4.19,2.8546020453534906,3.340404984423676,0.9345794392523363,357.42333333333335,0.6328909696251876,226.21,2025-19
CMP-0469,2025-05-16,Weekend Boost - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,Awareness,1178.69,17979,407,80,4,2288.14,4.3,2.2637521552922855,2.8960442260442263,0.9828009828009828,294.6725,1.9412568190109356,572.035,2025-19
CMP-0484,2025-05-18,Summer Launch - Meta Ads,Meta Ads,Delhi,Corporate Buyers,Sponsorship,557.13,9761,244,40,4,1302.58,4.48,2.499743878700953,2.2833196721311477,1.639344262295082,139.2825,2.3380180568269524,325.645,2025-20
CMP-0131,2025-05-20,Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,Lead Generation,693.58,10898,142,20,1,360.34,4.45,1.3029913745641402,4.884366197183099,0.7042253521126761,693.58,0.5195363188096542,360.34,2025-20
CMP-0512,2025-05-21,Early Bird - Meta Ads,Meta Ads,Bangalore,Young Professionals,Sponsorship,757.38,14617,254,53,4,793.11,3.7,1.7377026749675037,2.9818110236220474,1.574803149606299,189.345,1.047175790224194,198.2775,2025-20
CMP-0274,2025-05-22,Student Offer - Email,Email,Bangalore,Students,Ticket Sales,381.61,8465,812,161,38,5948.33,3.95,9.592439456585943,0.46996305418719214,4.679802955665025,10.042368421052632,15.587458399937107,156.535,2025-20
CMP-0297,2025-05-22,Student Offer - Sponsorship,Sponsorship,Sydney,Corporate Buyers,Awareness,1440.49,25925,336,54,2,764.52,3.92,1.296046287367406,4.287172619047619,0.5952380952380952,720.245,0.5307360689765288,382.26,2025-20
CMP-0072,2025-05-25,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Families,Retargeting,1046.98,22083,473,77,13,1611.13,3.46,2.1419191233075217,2.2134883720930234,2.748414376321353,80.53692307692307,1.5388355078416016,123.93307692307692,2025-21
CMP-0222,2025-05-27,Summer Launch - Meta Ads,Meta Ads,Melbourne,Students,Ticket Sales,1047.14,21552,563,121,8,780.56,4.42,2.612286562731997,1.859928952042629,1.4209591474245116,130.8925,0.7454208606299061,97.57,2025-21
CMP-0334,2025-05-27,Summer Launch - Retargeting,Retargeting,Bangalore,Premium Experience Seekers,Lead Generation,661.18,14290,1063,179,38,10464.35,4.6,7.438768369489153,0.6219943555973659,3.574788334901223,17.399473684210523,15.826779394416047,275.3776315789474,2025-21
CMP-0210,2025-05-28,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Bangalore,Families,Awareness,688.48,15390,198,42,1,274.28,3.9,1.2865497076023393,3.4771717171717174,0.5050505050505051,688.48,0.3983848477806181,274.28,2025-21
CMP-0233,2025-05-28,Weekend Boost - Retargeting,Retargeting,Melbourne,Young Professionals,Retargeting,499.02,9621,738,106,33,6747.83,3.7,7.670720299345183,0.6761788617886179,4.471544715447155,15.121818181818181,13.522163440343073,204.47969696969696,2025-21
