campaign_name,channel,city,audience_segment,spend_aud,revenue_aud,impressions,clicks,leads,conversions,ctr_pct,conversion_rate_pct,cpa_aud,roas,aov_aud
Last Mile Sales - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,1125.68,6132.69,20930,393,82,9,1.877687529861443,2.2900763358778624,125.07555555555557,5.447986994527751,681.41
Weekend Boost - Email,Email,Sydney,Students,401.41,6119.73,8078,780,140,39,9.65585540975489,5.0,10.292564102564103,15.245584315288605,156.91615384615383
Corporate Outreach - Retargeting,Retargeting,Sydney,Premium Experience Seekers,601.49,6115.93,8620,660,129,20,7.65661252900232,3.0303030303030303,30.0745,10.16796621722722,305.79650000000004
Early Bird - Google Search,Google Search,Melbourne,Families,1249.78,6021.58,26753,1286,189,37,4.806937539715172,2.8771384136858478,33.777837837837836,4.818111987709837,162.7454054054054
Corporate Outreach - Retargeting,Retargeting,Delhi,Young Professionals,453.07,5948.37,11831,994,199,26,8.401656664694448,2.61569416498994,17.42576923076923,13.129030834087448,228.78346153846152
Student Offer - Email,Email,Bangalore,Students,381.61,5948.33,8465,812,161,38,9.592439456585943,4.679802955665025,10.042368421052632,15.587458399937107,156.535
Weekend Boost - Retargeting,Retargeting,Sydney,Premium Experience Seekers,755.3,5886.53,10371,640,102,29,6.171053900298911,4.53125,26.044827586206896,7.7936316695352845,202.98379310344828
Corporate Outreach - Sponsorship,Sponsorship,Sydney,Young Professionals,1139.17,5872.29,27008,641,126,11,2.373370853080569,1.71606864274571,103.56090909090909,5.154884696752899,533.8445454545455
Weekend Boost - Sponsorship,Sponsorship,Mumbai,Families,1839.28,5860.49,45849,815,140,15,1.7775742109969683,1.8404907975460123,122.61866666666667,3.186295724413901,390.6993333333333
Last Mile Sales - Email,Email,Bangalore,Families,304.73,5853.16,5144,509,76,30,9.895023328149302,5.893909626719057,10.157666666666668,19.207692055262033,195.10533333333333
Last Mile Sales - Sponsorship,Sponsorship,Brisbane,Premium Experience Seekers,1659.26,5847.7,29351,649,102,8,2.2111682736533678,1.2326656394453006,207.4075,3.524281908802719,730.9625
Festival Push - Retargeting,Retargeting,Sydney,Families,678.49,5821.3,14313,961,110,34,6.714175923985188,3.537981269510926,19.95558823529412,8.57978746923315,171.21470588235294
Early Bird - Google Search,Google Search,Melbourne,Young Professionals,905.37,5739.74,17727,671,73,26,3.7851864387657246,3.8748137108792844,34.82192307692308,6.339662237538244,220.75923076923075
Festival Push - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,1072.31,5734.07,27950,479,100,11,1.7137745974955276,2.2964509394572024,97.48272727272727,5.347399539312326,521.2790909090909
Student Offer - Sponsorship,Sponsorship,Bangalore,Premium Experience Seekers,1550.98,5723.78,28556,457,52,7,1.6003641966661997,1.5317286652078774,221.56857142857143,3.690427987465989,817.6828571428571
Weekend Boost - Email,Email,Bangalore,Families,298.93,5533.57,8917,1025,153,43,11.49489738701357,4.195121951219512,6.95186046511628,18.51125681597698,128.68767441860464
Festival Push - Retargeting,Retargeting,Sydney,Young Professionals,903.85,5492.85,11702,1008,170,35,8.613912151768927,3.4722222222222223,25.824285714285715,6.077169884383471,156.93857142857144
Last Mile Sales - Google Search,Google Search,Melbourne,Families,1328.5,5446.2,19805,910,142,21,4.594799293107801,2.307692307692308,63.26190476190476,4.099510726383139,259.34285714285716
Last Mile Sales - Email,Email,Melbourne,Music Enthusiasts,338.07,5393.34,5396,523,91,25,9.69236471460341,4.780114722753346,13.5228,15.953323276244566,215.7336
Corporate Outreach - Email,Email,Brisbane,Corporate Buyers,371.55,5386.51,8058,694,105,21,8.612558947629685,3.025936599423631,17.692857142857143,14.497402772170636,256.5004761904762
Summer Launch - Email,Email,Sydney,Corporate Buyers,388.98,5352.66,4833,462,108,22,9.559279950341402,4.761904761904762,17.680909090909093,13.760758907913003,243.30272727272725
Early Bird - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,2960.2799999999997,5345.31,72431,1934,358,25,2.670127431624581,1.2926577042399172,118.4112,1.8056771656735178,213.81240000000003
VIP Upgrade - Google Search,Google Search,Delhi,Students,920.61,5312.62,16760,942,117,30,5.620525059665871,3.1847133757961785,30.687,5.770760691280781,177.08733333333333
VIP Upgrade - Retargeting,Retargeting,Melbourne,Students,474.8,5307.61,10301,733,167,38,7.115813998640909,5.184174624829468,12.494736842105263,11.178622577927548,139.67394736842104
Last Mile Sales - Retargeting,Retargeting,Sydney,Premium Experience Seekers,987.74,5296.52,20453,1215,188,24,5.940448833911895,1.9753086419753085,41.155833333333334,5.362261323830158,220.68833333333336
Last Mile Sales - Email,Email,Sydney,Music Enthusiasts,363.47,5257.6,6501,597,128,22,9.183202584217813,3.6850921273031827,16.52136363636364,14.46501774561862,238.9818181818182
Early Bird - Google Search,Google Search,Sydney,Premium Experience Seekers,1332.35,5232.95,19059,1070,162,13,5.614145548035049,1.2149532710280373,102.48846153846154,3.9276091117198937,402.5346153846154
Summer Launch - Email,Email,Delhi,Corporate Buyers,364.47,5230.16,8617,821,161,22,9.52767784611814,2.679658952496955,16.56681818181818,14.35004252750569,237.73454545454544
Student Offer - Google Search,Google Search,Mumbai,Students,1381.93,5224.08,21408,1379,308,39,6.441517189835576,2.8281363306744014,35.43410256410257,3.7802783064265193,133.95076923076923
Corporate Outreach - Retargeting,Retargeting,Sydney,Young Professionals,631.29,5189.47,10751,890,161,24,8.278299693051808,2.696629213483146,26.303749999999997,8.220421676250218,216.2279166666667
Student Offer - Email,Email,Delhi,Families,333.52,5166.99,7443,954,180,43,12.817412333736398,4.5073375262054505,7.756279069767442,15.492294315183498,120.16255813953488
Summer Launch - Email,Email,Melbourne,Premium Experience Seekers,329.18,5149.74,6264,476,69,17,7.598978288633461,3.571428571428571,19.363529411764706,15.644146059906433,302.9258823529412
VIP Upgrade - Sponsorship,Sponsorship,Sydney,Families,2076.66,5050.85,43665,543,84,13,1.2435589144623842,2.394106813996317,159.7430769230769,2.432198819257847,388.5269230769231
VIP Upgrade - Google Search,Google Search,Brisbane,Young Professionals,1275.5,5037.92,25685,1083,225,20,4.216468756083317,1.8467220683287167,63.775,3.949760878087025,251.89600000000002
Festival Push - Email,Email,Sydney,Music Enthusiasts,253.42,5023.87,4945,484,99,20,9.787664307381192,4.132231404958678,12.671,19.824283797648174,251.1935
VIP Upgrade - Sponsorship,Sponsorship,Delhi,Students,1510.84,4978.63,32701,601,117,10,1.8378642854958562,1.6638935108153077,151.084,3.2952728283603827,497.863
Early Bird - Google Search,Google Search,Brisbane,Families,1217.1,4916.16,13557,677,118,17,4.99373017629269,2.511078286558346,71.59411764705882,4.039240818338674,289.1858823529412
Last Mile Sales - Email,Email,Sydney,Premium Experience Seekers,385.63,4891.32,5060,431,64,28,8.517786561264822,6.496519721577726,13.772499999999999,12.683971682701035,174.69
Last Mile Sales - Google Search,Google Search,Melbourne,Students,3202.56,4888.700000000001,56054,2360,466,27,4.210225853641131,1.1440677966101696,118.61333333333333,1.5264975519584334,181.06296296296298
Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,1845.1299999999999,4882.68,39216,1160,170,21,2.9579763361893106,1.810344827586207,87.86333333333333,2.646252567569765,232.50857142857143
Weekend Boost - Email,Email,Mumbai,Music Enthusiasts,288.86,4793.32,4413,464,72,21,10.514389304328121,4.525862068965517,13.755238095238095,16.593920930554592,228.25333333333333
Summer Launch - Email,Email,Mumbai,Premium Experience Seekers,386.88,4779.45,6573,586,87,18,8.91525939449262,3.0716723549488054,21.493333333333332,12.35383064516129,265.525
Student Offer - Email,Email,Sydney,Music Enthusiasts,340.59,4731.14,6808,718,111,28,10.54641598119859,3.8997214484679668,12.16392857142857,13.891012654511291,168.96928571428572
VIP Upgrade - Retargeting,Retargeting,Delhi,Premium Experience Seekers,567.29,4722.35,9270,650,131,18,7.011866235167206,2.769230769230769,31.51611111111111,8.324401981349927,262.3527777777778
Corporate Outreach - Retargeting,Retargeting,Delhi,Families,845.24,4719.92,11541,739,185,27,6.403257949917684,3.6535859269282813,31.305185185185184,5.584118120297194,174.81185185185186
Early Bird - Sponsorship,Sponsorship,Brisbane,Young Professionals,1267.99,4703.19,20033,377,51,6,1.881894873458793,1.5915119363395225,211.33166666666668,3.7091696306753206,783.8649999999999
Student Offer - Meta Ads,Meta Ads,Bangalore,Music Enthusiasts,1182.95,4701.78,34825,880,145,18,2.5269203158650395,2.0454545454545454,65.71944444444445,3.974622765121095,261.21
Festival Push - Google Search,Google Search,Brisbane,Premium Experience Seekers,1140.71,4685.31,15579,675,158,19,4.332755632582322,2.814814814814815,60.03736842105263,4.107362958157639,246.59526315789475
Festival Push - Influencer,Influencer,Bangalore,Corporate Buyers,1368.0300000000002,4657.860000000001,29959,1134,250,16,3.7851730698621453,1.4109347442680775,85.50187500000001,3.404793754522927,291.11625000000004
Corporate Outreach - Email,Email,Bangalore,Young Professionals,368.7,4652.22,7058,438,107,25,6.205724001133466,5.707762557077626,14.748,12.617900732302687,186.08880000000002
Festival Push - Email,Email,Mumbai,Corporate Buyers,335.23,4650.46,6387,487,104,22,7.624863002974792,4.517453798767967,15.237727272727273,13.87244578349193,211.38454545454545
Summer Launch - Google Search,Google Search,Bangalore,Young Professionals,1385.99,4540.26,24727,1467,228,28,5.932786023375257,1.9086571233810499,49.49964285714286,3.275824500898275,162.15214285714288
Corporate Outreach - Google Search,Google Search,Delhi,Families,1698.98,4507.7,28612,1300,226,28,4.543548161610513,2.1538461538461537,60.67785714285714,2.6531801433801454,160.9892857142857
Summer Launch - Sponsorship,Sponsorship,Sydney,Music Enthusiasts,1657.35,4480.71,23906,381,82,9,1.5937421567807246,2.3622047244094486,184.14999999999998,2.7035387817902072,497.8566666666667
Student Offer - Sponsorship,Sponsorship,Sydney,Corporate Buyers,2361.81,4442.79,44822,656,111,7,1.463566998349025,1.0670731707317074,337.40142857142854,1.881095431046528,634.6842857142857
Last Mile Sales - Google Search,Google Search,Mumbai,Young Professionals,966.69,4424.46,21953,988,159,13,4.500523846399125,1.3157894736842104,74.36076923076924,4.576917108897371,340.3430769230769
Corporate Outreach - Email,Email,Delhi,Music Enthusiasts,269.27,4416.48,5194,483,101,20,9.299191374663073,4.140786749482402,13.4635,16.40167861254503,220.82399999999998
Summer Launch - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,902.97,4396.98,23657,588,107,14,2.485522255569176,2.380952380952381,64.49785714285714,4.869464101797401,314.07
Early Bird - Sponsorship,Sponsorship,Mumbai,Families,1699.79,4379.5,22228,411,68,11,1.8490192549937015,2.67639902676399,154.52636363636364,2.5764947434683108,398.1363636363636
Early Bird - Email,Email,Sydney,Young Professionals,360.17,4375.56,8882,1059,202,31,11.92299031749606,2.927289896128423,11.618387096774194,12.148596496099065,141.14709677419356
Weekend Boost - Sponsorship,Sponsorship,Mumbai,Music Enthusiasts,2137.08,4335.57,36636,578,101,9,1.5776831531826618,1.5570934256055362,237.45333333333332,2.0287354708293557,481.72999999999996
Early Bird - Email,Email,Melbourne,Families,434.42,4316.1,6948,832,134,27,11.974668969487624,3.245192307692308,16.08962962962963,9.935316053588693,159.85555555555558
Weekend Boost - Sponsorship,Sponsorship,Mumbai,Premium Experience Seekers,1557.8,4288.71,31713,546,75,7,1.7216914199224294,1.282051282051282,222.54285714285714,2.753055591218385,612.6728571428572
Last Mile Sales - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,1062.63,4279.76,28080,922,177,14,3.283475783475783,1.5184381778741864,75.90214285714286,4.02751663325899,305.69714285714286
VIP Upgrade - Google Search,Google Search,Melbourne,Corporate Buyers,1031.87,4178.68,18072,829,128,19,4.587206728640992,2.2919179734620023,54.308947368421045,4.049618653512556,219.93052631578948
VIP Upgrade - Google Search,Google Search,Mumbai,Music Enthusiasts,873.31,4151.24,14840,826,164,12,5.566037735849057,1.4527845036319613,72.77583333333332,4.753455244987461,345.93666666666667
Student Offer - Google Search,Google Search,Melbourne,Students,1282.03,4148.65,16040,661,119,19,4.120947630922693,2.8744326777609683,67.47526315789473,3.2360007176119123,218.35
Last Mile Sales - Influencer,Influencer,Brisbane,Premium Experience Seekers,762.43,4058.13,19301,690,144,9,3.5749443034039685,1.3043478260869565,84.71444444444444,5.32262633946723,450.90333333333336
Summer Launch - Retargeting,Retargeting,Brisbane,Students,682.83,4055.06,14755,966,184,37,6.546933242968485,3.8302277432712217,18.454864864864867,5.938608438410731,109.59621621621622
VIP Upgrade - Retargeting,Retargeting,Brisbane,Young Professionals,427.45,4000.29,8509,822,171,20,9.660359619226702,2.4330900243309004,21.3725,9.358498069949702,200.0145
VIP Upgrade - Sponsorship,Sponsorship,Delhi,Families,1689.91,3981.98,23107,526,101,11,2.276366469035357,2.091254752851711,153.62818181818182,2.3563266682841095,361.9981818181818
Last Mile Sales - Email,Email,Melbourne,Corporate Buyers,262.02,3941.79,6583,731,160,17,11.104359714415919,2.3255813953488373,15.412941176470587,15.043851614380582,231.87
Corporate Outreach - Google Search,Google Search,Bangalore,Students,817.82,3894.3,21074,997,121,25,4.730948087690994,2.507522567703109,32.7128,4.7618057763322,155.77200000000002
Early Bird - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,1118.71,3865.45,25852,859,138,12,3.3227603280210425,1.3969732246798603,93.22583333333334,3.4552743785252655,322.12083333333334
Early Bird - Email,Email,Melbourne,Corporate Buyers,288.8,3782.71,6658,798,165,17,11.985581255632322,2.1303258145363406,16.988235294117647,13.098026315789474,222.51235294117646
Weekend Boost - Email,Email,Brisbane,Corporate Buyers,336.61,3757.23,7565,653,141,16,8.631857237276934,2.4502297090352223,21.038125,11.161967855975758,234.826875
VIP Upgrade - Email,Email,Melbourne,Music Enthusiasts,465.95,3719.73,7510,580,131,14,7.723035952063914,2.413793103448276,33.28214285714286,7.9831097757270095,265.695
Summer Launch - Sponsorship,Sponsorship,Mumbai,Premium Experience Seekers,1214.85,3703.5,17769,413,110,8,2.3242726096009902,1.937046004842615,151.85625,3.048524509198667,462.9375
Early Bird - Google Search,Google Search,Sydney,Music Enthusiasts,1323.6,3688.54,22687,1458,246,18,6.426587913783225,1.2345679012345678,73.53333333333333,2.786748262314899,204.9188888888889
Corporate Outreach - Google Search,Google Search,Brisbane,Music Enthusiasts,1156.76,3687.99,20444,766,150,17,3.746820583056153,2.219321148825065,68.04470588235294,3.1882067153082745,216.94058823529411
Festival Push - Sponsorship,Sponsorship,Sydney,Students,1486.84,3676.22,40354,773,165,12,1.9155474054616644,1.5523932729624839,123.90333333333332,2.4725054477953243,306.35166666666663
Student Offer - Meta Ads,Meta Ads,Melbourne,Students,2492.3500000000004,3637.4,44580,1340,206,20,3.00583221175415,1.4925373134328357,124.61750000000002,1.4594258430798241,181.87
Early Bird - Sponsorship,Sponsorship,Bangalore,Corporate Buyers,798.35,3438.79,20448,345,63,5,1.687206572769953,1.4492753623188406,159.67000000000002,4.307371453623097,687.758
VIP Upgrade - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,1193.19,3416.76,24063,667,113,19,2.771890454224328,2.848575712143928,62.79947368421053,2.8635506499384005,179.82947368421054
Last Mile Sales - Google Search,Google Search,Sydney,Students,828.47,3405.48,12395,533,94,15,4.300121016538927,2.8142589118198873,55.23133333333333,4.110565258850652,227.032
Corporate Outreach - Email,Email,Melbourne,Students,490.95,3393.44,11484,976,203,30,8.498780912574016,3.0737704918032787,16.365,6.911986964049293,113.11466666666666
Student Offer - Sponsorship,Sponsorship,Brisbane,Music Enthusiasts,1468.88,3388.97,29753,499,109,7,1.6771418008268073,1.402805611222445,209.84,2.3071796198464134,484.1385714285714
Summer Launch - Google Search,Google Search,Brisbane,Music Enthusiasts,922.29,3384.19,15101,850,150,11,5.628766306867094,1.2941176470588236,83.84454545454545,3.6693339405176246,307.6536363636364
Early Bird - Email,Email,Bangalore,Families,358.39,3360.51,7504,492,60,26,6.556503198294243,5.284552845528456,13.784230769230769,9.376684617316332,129.25038461538463
Corporate Outreach - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,1691.44,3315.37,32181,717,145,6,2.2280227463410087,0.8368200836820083,281.9066666666667,1.960087262923899,552.5616666666666
Last Mile Sales - Email,Email,Brisbane,Music Enthusiasts,280.07,3267.71,3268,304,54,11,9.30232558139535,3.618421052631579,25.46090909090909,11.66747598814582,297.06454545454545
VIP Upgrade - Meta Ads,Meta Ads,Melbourne,Premium Experience Seekers,994.1,3235.0,18578,486,89,13,2.615997416298848,2.674897119341564,76.46923076923078,3.2541997786942964,248.84615384615384
Summer Launch - Retargeting,Retargeting,Mumbai,Families,587.69,3216.41,10436,788,117,16,7.550785741663472,2.030456852791878,36.730625,5.472970443601217,201.025625
Corporate Outreach - Meta Ads,Meta Ads,Bangalore,Families,2058.28,3198.34,38379,1093,130,19,2.8479116183329425,1.738334858188472,108.33052631578948,1.5538896554404649,168.33368421052631
Corporate Outreach - Retargeting,Retargeting,Melbourne,Corporate Buyers,643.81,3168.5,7584,520,108,12,6.856540084388185,2.307692307692308,53.65083333333333,4.9214830462403505,264.0416666666667
Last Mile Sales - Google Search,Google Search,Mumbai,Families,1598.58,3135.96,28105,976,110,20,3.472691691869774,2.0491803278688523,79.929,1.9617160229703863,156.798
Summer Launch - Retargeting,Retargeting,Mumbai,Music Enthusiasts,251.64,3111.61,3829,336,59,12,8.775137111517367,3.571428571428571,20.97,12.365323477984424,259.30083333333334
Festival Push - Meta Ads,Meta Ads,Brisbane,Corporate Buyers,2488.09,3034.0,35448,912,119,12,2.5727826675693977,1.3157894736842104,207.34083333333334,1.2194092657419948,252.83333333333334
Summer Launch - Meta Ads,Meta Ads,Delhi,Premium Experience Seekers,937.08,3023.84,24890,609,115,15,2.4467657693852956,2.4630541871921183,62.472,3.2268749733213813,201.58933333333334
Corporate Outreach - Email,Email,Sydney,Corporate Buyers,227.96,3018.08,3874,410,68,9,10.583376355188436,2.195121951219512,25.32888888888889,13.239515704509563,335.34222222222223
Festival Push - Influencer,Influencer,Mumbai,Premium Experience Seekers,2065.82,2988.75,47517,1280,222,13,2.693772755013995,1.015625,158.9092307692308,1.446762060586111,229.90384615384616
Corporate Outreach - Sponsorship,Sponsorship,Brisbane,Families,2128.48,2980.51,46770,835,86,7,1.785332478084242,0.8383233532934131,304.06857142857143,1.4002997444185523,425.7871428571429
Last Mile Sales - Google Search,Google Search,Brisbane,Students,564.49,2952.17,11262,562,99,14,4.990232640738768,2.491103202846975,40.32071428571429,5.229800350759092,210.86928571428572
VIP Upgrade - Sponsorship,Sponsorship,Mumbai,Young Professionals,1587.06,2948.85,40676,744,150,6,1.8290884059396204,0.8064516129032258,264.51,1.8580582964727232,491.47499999999997
Corporate Outreach - Influencer,Influencer,Sydney,Premium Experience Seekers,1146.16,2938.94,22947,939,193,10,4.092038174924826,1.0649627263045793,114.61600000000001,2.564162071613038,293.894
Student Offer - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,1114.62,2927.41,26086,796,165,12,3.051445219658054,1.507537688442211,92.88499999999999,2.6263749080404084,243.95083333333332
Festival Push - Retargeting,Retargeting,Delhi,Students,447.74,2914.91,7466,544,97,14,7.286364854004821,2.5735294117647056,31.981428571428573,6.510273819627462,208.20785714285714
Corporate Outreach - Meta Ads,Meta Ads,Bangalore,Music Enthusiasts,1136.42,2891.4,14291,474,95,12,3.3167727940661953,2.5316455696202533,94.70166666666667,2.5443058024321994,240.95000000000002
Early Bird - Meta Ads,Meta Ads,Sydney,Families,1025.75,2867.16,17245,538,37,11,3.119744853580748,2.0446096654275094,93.25,2.795184011698757,260.65090909090907
Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Families,2691.7,2850.42,51847,1085,139,21,2.092695816537119,1.935483870967742,128.17619047619047,1.0589664524278337,135.7342857142857
Weekend Boost - Retargeting,Retargeting,Sydney,Students,547.77,2848.66,7412,475,100,20,6.408526713437669,4.2105263157894735,27.3885,5.200467349434982,142.433
Corporate Outreach - Email,Email,Sydney,Music Enthusiasts,308.15,2835.06,4629,401,75,16,8.662778137826745,3.99002493765586,19.259375,9.200259613824437,177.19125
Student Offer - Email,Email,Melbourne,Students,378.74,2820.81,5931,684,147,19,11.532625189681335,2.7777777777777777,19.933684210526316,7.447879812008238,148.4636842105263
Last Mile Sales - Sponsorship,Sponsorship,Brisbane,Young Professionals,1477.6,2800.56,20351,279,50,5,1.3709400029482581,1.7921146953405016,295.52,1.895343800757986,560.112
Festival Push - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,1525.98,2798.41,22492,301,66,4,1.3382536012804553,1.3289036544850499,381.495,1.8338444802684175,699.6025
Early Bird - Meta Ads,Meta Ads,Melbourne,Students,2964.1,2697.1400000000003,59296,1517,241,24,2.5583513221802483,1.5820698747528017,123.50416666666666,0.9099355622279951,112.38083333333334
Festival Push - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,914.02,2670.99,18653,510,112,10,2.7341446416126094,1.9607843137254901,91.402,2.9222445898339204,267.099
Early Bird - Retargeting,Retargeting,Melbourne,Families,191.67,2621.11,4435,330,51,12,7.440811724915446,3.6363636363636362,15.972499999999998,13.675118693587939,218.42583333333334
Festival Push - LinkedIn Ads,LinkedIn Ads,Bangalore,Students,2404.06,2592.7200000000003,45036,440,83,8,0.9769961808331112,1.8181818181818181,300.5075,1.0784755788125089,324.09000000000003
Last Mile Sales - Meta Ads,Meta Ads,Mumbai,Music Enthusiasts,979.68,2548.31,21589,556,121,15,2.5753856130436796,2.697841726618705,65.312,2.6011656867548587,169.88733333333332
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Bangalore,Music Enthusiasts,970.08,2510.35,20367,336,66,5,1.6497275003682428,1.488095238095238,194.01600000000002,2.587776265874979,502.07
VIP Upgrade - Email,Email,Melbourne,Families,249.22,2479.16,5113,464,61,14,9.074907099550167,3.0172413793103448,17.80142857142857,9.947676751464568,177.08285714285714
Summer Launch - Email,Email,Mumbai,Young Professionals,400.12,2447.88,8020,770,139,17,9.600997506234414,2.207792207792208,23.536470588235293,6.117864640607817,143.9929411764706
Student Offer - Google Search,Google Search,Brisbane,Corporate Buyers,1321.27,2417.84,20464,969,179,7,4.735144644253323,0.7223942208462332,188.75285714285715,1.829936349118651,345.4057142857143
VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,1043.64,2381.07,23851,369,65,4,1.5471049431889647,1.084010840108401,260.91,2.2815051167069105,595.2675
Last Mile Sales - Email,Email,Melbourne,Families,196.65,2357.09,4432,391,50,14,8.822202166064983,3.580562659846547,14.046428571428573,11.986219171116197,168.36357142857145
Last Mile Sales - Sponsorship,Sponsorship,Brisbane,Families,1706.3,2343.18,40325,742,53,4,1.8400495970241786,0.5390835579514826,426.575,1.3732520658735274,585.795
Weekend Boost - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,1178.69,2288.14,17979,407,80,4,2.2637521552922855,0.9828009828009828,294.6725,1.9412568190109356,572.035
Festival Push - Email,Email,Melbourne,Corporate Buyers,434.47,2258.29,7224,698,85,9,9.662236987818384,1.2893982808022924,48.27444444444445,5.197804221235067,250.92111111111112
Weekend Boost - Email,Email,Bangalore,Students,430.46,2219.35,8227,892,139,15,10.842348365139177,1.6816143497757847,28.697333333333333,5.155763601728384,147.95666666666665
VIP Upgrade - Meta Ads,Meta Ads,Delhi,Students,1311.89,2207.48,28743,1016,169,13,3.5347736840274155,1.279527559055118,100.91461538461539,1.6826715654513715,169.80615384615385
Weekend Boost - Sponsorship,Sponsorship,Brisbane,Music Enthusiasts,1402.82,2175.63,18330,306,70,5,1.6693944353518821,1.6339869281045754,280.56399999999996,1.550897477937298,435.12600000000003
Early Bird - Email,Email,Delhi,Young Professionals,240.49,2168.83,3881,315,63,11,8.11646482865241,3.492063492063492,21.862727272727273,9.01837914258389,197.16636363636363
Weekend Boost - Meta Ads,Meta Ads,Brisbane,Premium Experience Seekers,1418.22,2151.04,29399,976,138,11,3.319840810911936,1.1270491803278688,128.92909090909092,1.5167181396398302,195.5490909090909
VIP Upgrade - Meta Ads,Meta Ads,Delhi,Young Professionals,1899.78,2127.69,35037,769,147,11,2.1948226160915607,1.4304291287386215,172.70727272727274,1.1199665224394404,193.42636363636365
Last Mile Sales - Meta Ads,Meta Ads,Bangalore,Young Professionals,1237.1,2117.56,27604,815,115,10,2.952470656426605,1.2269938650306749,123.71,1.7117128768894998,211.756
Summer Launch - Google Search,Google Search,Delhi,Young Professionals,1432.41,2080.43,27125,1380,288,11,5.087557603686636,0.7971014492753623,130.2190909090909,1.452398405484463,189.13
VIP Upgrade - Meta Ads,Meta Ads,Sydney,Premium Experience Seekers,1204.86,2078.93,22486,743,151,12,3.3042782175575915,1.6150740242261103,100.40499999999999,1.7254535796690071,173.24416666666664
Corporate Outreach - Influencer,Influencer,Sydney,Young Professionals,1078.91,2067.36,21959,754,158,8,3.4336718429800994,1.0610079575596816,134.86375,1.9161561205290525,258.42
Student Offer - Influencer,Influencer,Sydney,Families,2267.34,2055.2200000000003,45504,1207,279,10,2.652514064697609,0.8285004142502072,226.734,0.9064454382668679,205.52200000000002
Last Mile Sales - Sponsorship,Sponsorship,Mumbai,Families,1507.51,2027.19,27755,469,70,5,1.6897856242118536,1.0660980810234542,301.502,1.3447273981598795,405.438
Corporate Outreach - Influencer,Influencer,Bangalore,Families,694.84,2023.24,16966,566,95,10,3.3360839325710248,1.76678445229682,69.48400000000001,2.911807034713027,202.324
Festival Push - Email,Email,Melbourne,Students,387.46,1997.01,9055,602,114,18,6.6482606294864715,2.990033222591362,21.525555555555556,5.15410623032055,110.945
VIP Upgrade - Meta Ads,Meta Ads,Sydney,Families,1637.47,1974.8,29255,755,177,13,2.580755426422834,1.7218543046357615,125.95923076923077,1.2060068276060019,151.90769230769232
Weekend Boost - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,1015.88,1956.23,23664,632,97,8,2.6707234617985125,1.2658227848101267,126.985,1.9256506674016616,244.52875
Student Offer - Google Search,Google Search,Brisbane,Students,783.92,1929.09,11514,656,87,9,5.697411846447803,1.3719512195121952,87.10222222222222,2.4608250841922645,214.34333333333333
Early Bird - Influencer,Influencer,Bangalore,Music Enthusiasts,1687.69,1913.69,25915,876,182,10,3.3802816901408446,1.141552511415525,168.769,1.1339108485563107,191.369
Weekend Boost - LinkedIn Ads,LinkedIn Ads,Bangalore,Families,1154.32,1905.37,24182,256,32,6,1.0586386568522042,2.34375,192.38666666666666,1.650642802689029,317.56166666666667
Early Bird - Sponsorship,Sponsorship,Sydney,Young Professionals,697.79,1871.11,16361,357,55,4,2.182018214045596,1.1204481792717087,174.4475,2.681480101463191,467.7775
Festival Push - Meta Ads,Meta Ads,Bangalore,Music Enthusiasts,1185.74,1858.8,25571,641,79,7,2.50674592311603,1.0920436817472698,169.39142857142858,1.5676286538364228,265.54285714285714
Last Mile Sales - Influencer,Influencer,Sydney,Young Professionals,760.02,1831.82,13006,426,75,6,3.2754113486083347,1.4084507042253522,126.67,2.410226046682982,305.30333333333334
Festival Push - Meta Ads,Meta Ads,Sydney,Premium Experience Seekers,935.99,1823.75,13441,392,73,7,2.916449668923443,1.7857142857142856,133.71285714285713,1.9484716717058943,260.5357142857143
Corporate Outreach - Meta Ads,Meta Ads,Mumbai,Premium Experience Seekers,743.1,1813.71,14423,378,73,9,2.6208139776745476,2.380952380952381,82.56666666666666,2.4407347597900686,201.52333333333334
Last Mile Sales - Meta Ads,Meta Ads,Sydney,Corporate Buyers,809.97,1806.99,13226,280,60,6,2.1170421896264933,2.142857142857143,134.995,2.23093447905478,301.165
Weekend Boost - Meta Ads,Meta Ads,Melbourne,Premium Experience Seekers,677.71,1805.31,15359,415,87,10,2.701998828048701,2.4096385542168677,67.771,2.6638385149990405,180.531
